,Title,Company,Rating,Location,Salary,Post_date,Extract_date,Job_url
1810,"Senior Consultant, Data Science",Cardinal Path,,"['Chicago, IL 60654 (Near North area)+2 locations']",,2 days ago,2021-09-18,https://www.indeed.com/rc/clk?jk=9d46322c0edad367&fccid=87cd0d382e11515f&vjs=3
1811,"Director of Data Science Product Development, Global Analyti...",Experian,3.8,"['Costa Mesa, CA 92626•Remote']",,2 days ago,2021-09-18,https://www.indeed.com/rc/clk?jk=38a4a1c35089b27a&fccid=75a3a5a15b202084&vjs=3
1812,Sr Data Scientist & Analytics Engagement Mgr,Elder Research Inc,,"['Linthicum, MD 21090']",,2 days ago,2021-09-18,https://www.indeed.com/rc/clk?jk=30be1aa45d9545e2&fccid=b3991d5c19e7c0f4&vjs=3
1813,Senior Data Scientist - NLP/NLU,ADP,3.8,"['Alpharetta, GA 30004']",,3 days ago,2021-09-18,https://www.indeed.com/rc/clk?jk=7b1945e06470d9e6&fccid=e996c2d6855fe778&vjs=3
1814,Data Scientist,CACI,3.8,"['King George, VA 22485']",,4 days ago,2021-09-18,https://www.indeed.com/rc/clk?jk=0ff086e97530b322&fccid=5fca42294cdbc080&vjs=3
1815,Applied Genetics Lead- Pipeline Data Science,Syngenta,4.1,"['Durham, NC']",,3 days ago,2021-09-18,https://www.indeed.com/rc/clk?jk=a89437a2a74f5ce1&fccid=212d266bb52619f8&vjs=3
1816,Data Scientist - Defense & Intelligence,Elder Research Inc,,"['Linthicum, MD 21090']",,2 days ago,2021-09-18,https://www.indeed.com/rc/clk?jk=80c791758897a84a&fccid=b3991d5c19e7c0f4&vjs=3
1817,"Manager, Data Science",Stone Alliance Group,,"['Raleigh, NC•Remote']",,2 days ago,2021-09-18,https://www.indeed.com/company/Stone-Alliance-Group/jobs/Manager-c26360124c509762?fccid=0ad0b184ba42375d&vjs=3
1818,Sr Manager Data Science Engineer,"Blue Cross Blue Shield of IL, MT, NM, OK & TX",3.9,"['Chicago, IL']",,5 days ago,2021-09-18,https://www.indeed.com/rc/clk?jk=ae7724154ef7400d&fccid=f0982fe98d8ebba0&vjs=3
1819,"Assistant Vice President, Data Science",Kemper,3.2,"['Dallas, TX 75251 (North Dallas area)']",,2 days ago,2021-09-18,https://www.indeed.com/rc/clk?jk=46318c914aca2bf5&fccid=595c8277c5fe1718&vjs=3
1820,Data Scientist - Managing Consultant,Guidehouse,3.4,"['Largo, MD 20774']",,5 days ago,2021-09-18,https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0DOpfXD7aCvxSiR73RUZjyy6OuclKM9Xpb799vH3iY_yLKGpcQzZ_O8incPGzsZGIPHMYrJqvFQnhza8TceVr5shhviOHevJNkVPyXme8gMyG4-5TJqze2iE6wB8NuoIMxVbHpotoOoU4dxAExUAuEkP3ay13fhh-Lvt0QhWRFYcBpUzy9jaGMOSR6vFtUfCUZ3vzTTEPyRdJY0dh4AuO-ARhszrv-v4MXKoWvdp9OTeYpmm0KcoZdd4VST2HdqdnHQUZPbg8v0XQBAUQYwf0qj4CPv6jGtespj7YwjopCdlOzAHhe6DgyuOd-VgwForWHLFrgY3pBx8DouXKdNYcEqaL6ayG3w0wTUPcUzYyUUhDA2aB2TYmqv-2NCfnWos5VhvSP0YXgYaKkAMTl__dtBcc-oF2tv4RpOtnGnn-6qjCSL2nnLfRju&p=11&fvj=0&vjs=3
1821,"Data Science Manager (Remote, United States)",Shopify,3.9,"['Dallas, TX 75201•Remote']",,Today,2021-09-18,https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0Cd8rgsyGhFvMrD1rf7FXHjGc1BkNqwZLJ5WjcsKW1J4WnsFct9ejhb6RUqZ_tD7dEJEtwZlx7aiZEfGWOdefZGJmmhJ4ITArPfR5QyfrdXbT6sbxQsjSm014kEbPMjsli4GqnBM427ZcCbNG-ak-JjRvLptWwPJvSv3c1LBa8devYh8j2UKNK3zAe47PsBVfRazOUpXwxd-gsUZH5fieaJC1QmmJbNJTcKjmqkJLzScuiKR2evL6_Iy-7NWOBRJ8ahs_1PYxjcVtsM3fTuSFBbz4Sjmg2HmhbeArCPB2xjjLVcT7Jt5uJf4GTaPUKBHW8DPKyCSa-yTiR4PSApGoi_2UKXsXRpIsbOX-Jp_mZk9RfocMfDWZkenI3YOC3CvZn9ixQShV0fKJOMoetUMmptAs6wV44-Wl22yeESazB_eKeTttEAZpSbcUhZSERnEq-YxXGVPzZCSVYoc8l4aAiTVpmNgpr1pOcZbQ2P6nknaT4EbM5dycAS5nQfORSTM54G9v9s_jtFjj2wlRi2q2TuD33NqEN_aKQsJZEu3URcFpNn5MEkzoA9u-I04qMx3GhjXU6qU2Do8FcVXvV59eM8kuQcpvPNca_184ydCdw1yCJ1FKr_GBX4vnyncwrIYQ2mzCxhS8BHKz8utWtky69L5f4PnGjVv0DCCkqSOM9KEV_291kWeGgXAFCMvmLI6ywtCpbSghXE-j7yn6moskFPE_5TWWs-ptncPKI4FjNldoDqfK8cciYo&p=13&fvj=0&vjs=3
1822,Sr Data Scientist,Spectrum,3.4,"['Greenwood Village, CO 80111']",,3 days ago,2021-09-18,https://www.indeed.com/rc/clk?jk=7e25f4ffeec058be&fccid=c2d1b0769a534b4d&vjs=3
1823,Data Scientist Senior,Peraton,3.3,"['Fort Lewis, WA']",,2 days ago,2021-09-18,https://www.indeed.com/rc/clk?jk=1d70eb3d64a91604&fccid=7dc8be9efe945d3a&vjs=3
1824,Sr. Data Scientist,Truist Financial,3.6,"['Charlotte, NC 28269']",,7 days ago,2021-09-18,https://www.indeed.com/rc/clk?jk=9ad25dcba39ca95a&fccid=035229327af06091&vjs=3
1825,"Data Scientist, Senior",Booz Allen Hamilton,3.9,"['Charlottesville, VA+2 locations']",,4 days ago,2021-09-18,https://www.indeed.com/rc/clk?jk=4eb9e6e4d07913d7&fccid=4e041af1d0af1bc8&vjs=3
1826,"Data Scientist, Senior Consultant",Guidehouse,3.4,"['Manassas Park, VA 20111+11 locations']",,5 days ago,2021-09-18,https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0DOpfXD7aCvxSiR73RUZjyy6OuclKM9Xpb799vH3iY_yLKGpcQzZ_O8UPzoAKvF8xmTKIIBMMQwuGKd4h1_wZF_uB_IqSqLYtU9xKqu6RSERk1qVwXAWKCH-uNY7IU0E1QFT9XI-lUkNz9wv9tgt_kVQq8gLUAlDk8oGvsiQNmln_Lrz1LlF-xO2c-uHZ8QI5754UlTlx7t7dQD85QecMWeMTm3qmfqRKZ5iTe3jL2v6yoxNHz7_NdfL4qgh8xPevEmVbd0AYoa57WrojOy4INIXEj8F9JBPPVptihahumVDPgAjWpJffjR7tF1FG02_IVWAXKbwb3WQpPBX2TLmKLEZSMZgovk45b9pjknI5IYfGBlf-zuo4dDa7OldD1e8CYFE9TqKPHMTDuMyo5kOHweADmGilUkRrFHalvUxK4pQDxWMWc6hLe4&p=11&fvj=0&vjs=3
1827,Instructional Data Science Design Consultant,Guidehouse,3.4,"['Crofton, MD 21114+4 locations']",,5 days ago,2021-09-18,https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0DOpfXD7aCvxSiR73RUZjyy6OuclKM9Xpb799vH3iY_yLKGpcQzZ_O8bUunUZGLJ7NZnq23n8noZvwdwvk7oO-Uiu4BbxEMkijRmAi4GfpJbPNjtFCpjCOGGij-0EclKb8evY6hfSBocpOyAEv009O-9aBrPXArrLclm-brPEY-z-lRfr3FB4EblOTIHViVvCVuT4n7TsuyY_c9jnR_KEdPJBg_7uNJcqcLAFxTdTOwFn4DW-g_ULRlirlWZfvaAQ707glriLBA353gVevyRPnHnYli5B-iSaudAqOVO3e8Jke37F8NnMFWaWbdrBdSoelf_I4uZbVDS1BiMxiSo66xv5Vzg7aSIIP-Ei4-s4a-dXRk00gRAs0LEM8Utv-CIJb7piELctb7uYQd_K4djEgKn3r5dtEFBJR3QE7QAX60ir3dxkFxu0lw&p=12&fvj=0&vjs=3
1828,Data Scientist(10674281_963695),Capgemini,3.8,"['New York, NY•Remote']",,1 day ago,2021-09-18,https://www.indeed.com/rc/clk?jk=68e8ed80b10101fe&fccid=105ecfd0283f415f&vjs=3
1829,Data Scientist(10674282_963692),Capgemini,3.8,"['New York, NY•Remote']",,1 day ago,2021-09-18,https://www.indeed.com/rc/clk?jk=447c2a80f5696a01&fccid=105ecfd0283f415f&vjs=3
1830,Senior Data Science Engineer |LATAM|,BairesDev,4.5,"['Colon, PA•Remote']",,3 days ago,2021-09-18,https://www.indeed.com/rc/clk?jk=1738f47c5a72fad2&fccid=29707109e86166e5&vjs=3
1831,Supply Chain Data Scientist College Co-op,CNH Industrial,3.8,"['New Holland, PA']",,7 days ago,2021-09-18,https://www.indeed.com/rc/clk?jk=872d1f37060a45c3&fccid=e2c5b29a1878dd23&vjs=3
1832,Director of Product Analytics & Data Science,MURAL,4.7,['New York State•Remote'],,1 day ago,2021-09-18,https://www.indeed.com/rc/clk?jk=920fcaa3f93970e7&fccid=3b4c1eb6ae6fe570&vjs=3
1833,"Director, Data Science",Bain & Company Inc,4.3,"['Atlanta, GA 30309 (Midtown area)']",,1 day ago,2021-09-18,https://www.indeed.com/rc/clk?jk=81e9e83b6c0d2c0a&fccid=48270b2eee62c2c6&vjs=3
1834,Supply Chain Data Scientist College Co-op,CNH Industrial,3.8,"['New Holland, PA']",,7 days ago,2021-09-18,https://www.indeed.com/rc/clk?jk=872d1f37060a45c3&fccid=e2c5b29a1878dd23&vjs=3
1835,Director of Product Analytics & Data Science,MURAL,4.7,['New York State•Remote'],,1 day ago,2021-09-18,https://www.indeed.com/rc/clk?jk=920fcaa3f93970e7&fccid=3b4c1eb6ae6fe570&vjs=3
1836,"Director, Data Science",Bain & Company Inc,4.3,"['Atlanta, GA 30309 (Midtown area)']",,1 day ago,2021-09-18,https://www.indeed.com/rc/clk?jk=81e9e83b6c0d2c0a&fccid=48270b2eee62c2c6&vjs=3
1837,"Senior Director, Digital Platforms & Data Science",Worley,3.9,"['Houston, TX']",,3 days ago,2021-09-18,https://www.indeed.com/rc/clk?jk=673b51d11ddf9a0e&fccid=d9805af20a6c196e&vjs=3
1838,Director of Data Science / Data Engineering,Engtal,,['Remote'],"$250,000 - $350,000 a year",2 days ago,2021-09-18,https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0B7Z8t6fEMDh_BTkcJVPNJicKvZQEBTy5HSwyHa20ewqmyfWNXjNsfvmtdqiCQm-Ey1fnHuOxs0fSahAIkAZ3zHejO25vnMd9xGPXAsBAxEpE1-yrN7expTLRSusOXo3Idu14MbsVDyLkrbjVpt9gAElC9Ly5BsaFkufC1TDSBm1pyeihzrbFQD2jIRyB5r8dSLfmRxdtHpBpPmlDl0uegR9iHekwwlXAgnkBPE27UZLd0u6YNAm3QkQSBVtSNZ6C0lXesNT_Vh1cfysYJ4TXx-K_CnBFryQEf4x0EKgnjX-dBovd6g-6Q26JdKUi0XXsgMiV0_1BlgfnKl_uawmpPDJyRk8bLKmyxflXIErsWJn93ttkBsI-V2YhduVT_RBaCtbyJoG25LBJGpLahW5vvUMkw0HW64lfwdECiJGza11rWLN8GUvZ4g_Xr62BIvtYoOIAasxubckmKzIjyqp6MXelfNxVnnK67i2LXJ4Hl-YpcJM1TQ7JZfHIOAaB8O0cgX-aUqFWXJ1CXNIvTzeacr&p=5&fvj=1&vjs=3
1839,"Clinical Laboratory Scientist CLS , Medical Data Scientist",Clinical Management Consultants,4.1,"['Menlo Park, CA+1 location']","$85,225 - $135,355 a year",2 days ago,2021-09-18,https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0B6DFt42r_7h6gtRxyXFWHZy9SnEKO30TWlID7d3UEI0OR0YDAc5GI0iNBcssowc-VVNDQEbGnNpGwquzvBst_DhjQ2sz8Umkc7i4Dj24TUsuz6FoE5HrD-lKYdlbNwMzhwiUBPe9R0fPUoGdNS4vF-TajzLMCDa6h1Q3cak5T5ELx8VqHa7OUqgGDEMfW8324GkxCvgwtaQEXMqoPRS1le8pv6jtK8kHCE6MWHoz41UO5Jd-0qaxGYxVJnWexfvQxKE9QtVq16ogfke5tWucC4vKd4ylgOsgARFPg7rs18V0M8-O4ajLugSlpP6-6_a7mvPWA83v8MrdNg0kPU2dpmlIQ_BpVXhvnt5hAAlamZWxmA5heDxTANb_MDilbig7vvSQSxQf8qQRzd5iuVcTyKLNSjws0wDn3KtOxGA7mHBgyETvvFWhnWNhDCq29_QG_SBF-9h5Ycfs8sPp_TipvlD5BQ8-ohhFujY6QsPzE9FgSzsNMFxU04c1cxvC8co1KinsooxMWulkHm5-UUxgTQ3K6sOpuYUAUykcJZ80dk4CLSQzBVlDxM4bbb-DpZRYwdySctr-GzA2kGJN0j5DBlg4LY7AXEgj3ngDD7Vot5LX7eNlSjS4F_H2-2-esiA2IDnGqROzO0nVDWglmty0ea4gFxzmOj7Snoma7A4Xj757P_KMV2MQE-&p=6&fvj=0&vjs=3
1840,Senior Data Scientist,Radancy,3.7,"['Chicago, IL 60695 (Loop area)•Remote']",,2 days ago,2021-09-18,https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0BmBivckoKIwb-7nkAIiT2NR1int7Qkje2fhghJUHqGcNC_76hTp96v5qMJm84bkuimC6eICsw7pP1X-BnohdWRRqhM3HEsubsGl1SRLbm4fEjnTrPWiH6Ej6ANGi80uKpCj7EaudaREyqCeE0JuZEU4o1K4mgwBxfvoBQI7BpEve0c34SdefmtcVAmWeJyW9SkdGQusGcjwnpfDi_PGa3jdpXIM0QvKv73R7_Hen0IF0SBenZfTXNYMRm1OTSq4elGTj0bsBMLAJQYMug84vGr7w4hCVWK72VAvRONNP9kqh7tr7tVDDG1qy5o6_2FAIi4RVGdSS8PRwUsYLDw-lUGRQylLQunSkaJYdzs-9JLpDl5ArKokEsQsTksAUA-4cNMJEvoBMw1hypsCnyFHNJOflnDQAYa3w5aa_tsXyW0I-2Wp9ThiPCL&p=9&fvj=0&vjs=3
1841,"Data Scientist, Consultant - Financial Management",Guidehouse,3.4,"['Washington Navy Yard, DC 20374 (Anacostia area)+4 locations']",,5 days ago,2021-09-18,https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0DOpfXD7aCvxSiR73RUZjyy6OuclKM9Xpb799vH3iY_yLKGpcQzZ_O8bUunUZGLJ7PTRCMk0WFs9QPfrIqUX_GUanB0WZEit8ohUhhmKny0So45Dc-5q1eR-TXMWI4BaNOacwHbRbK-PAY3EESR5drBP11Ul7yD6AeVNfiiS-FcMRm1zWzlZZIYTxTGZ4WPpKf2xDTEQDkYKb8R-k6RYFzU6PaddIbAiEW1-vE_WwuF-SsZ-XO6New5eQ3rcW7R2QP6GHueNG_UPCPTz806dWTsqYiHxODkAxUxskVdl8BIV9Or-k3IVzTjyEvuVdC6BT5nBRlnxaFDW6j3YpSOmn8k0XGNObcF6vwoz2XfpO2gcgS68WY_giDIHTDF5vN3JYGcKgMk7lWYjAAB3L88U_lVZXLOYNZlRfB9hbMQ1dY9QEMbq9PIZ0iG&p=10&fvj=0&vjs=3
1842,"DoD Data Scientist, Managing Consultant",Guidehouse,3.4,"['Dranesville, VA+4 locations']",,5 days ago,2021-09-18,https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0DOpfXD7aCvxSiR73RUZjyy6OuclKM9Xpb799vH3iY_yLKGpcQzZ_O8incPGzsZGIPHMYrJqvFQnuIMuEZEY_wKZo5WpeaU0FS8ztadJ-t1FRw9JNJBjYiMPMwnyZFKHGfdbYBwy3YDCoY4i-MTT8OQ5hVqPdRPvXCIGd2s6zJiVA4o69OnJaD1hbKSOscj-kD2yjGi_BvpszT9hUXt9MoDeouGV0m0M68fzXhEgbUzrQ0IQWf6c0lSn7t25QUhkaJYh3P8I83DrgBU6yu0GloaOghZxScsPSf_dmp50Npje1gjPfvp-a9cKKGzpgDTBczq_yo-LeuWWOZkZhl6IGxvtkQbGTU5QeS6pQ_MGrVDf4hePcLa3ItPGmql7TAFvFgU77muf2RFlcmV2YbtMBQjh18hLVUf0Uix7EJ3_nUfSyYsJFRpxw3f&p=11&fvj=0&vjs=3
1843,"Senior Data Science Manager, Commercial (Remote, United Stat...",Shopify,3.9,"['Dallas, TX 75201•Remote']",,Today,2021-09-18,https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0Cd8rgsyGhFvMrD1rf7FXHjGc1BkNqwZLJ5WjcsKW1J4WnsFct9ejhb6RUqZ_tD7dEJEtwZlx7aiYCvnBmi1k-_jeHjQRWu2JiuRD7lFIO64ziXeSBKRlhB4IJVnpHgAKh-b1bjeJ2fiB6xOS6gBDeQ7AqWBmPx_mXj8inmG5LixRzp98z5BpjZQyFvDroK2W6xMPpMXx8tkpbYfPvWhGfD4E3BKuhmzQTytOon4bFYI0auRTIDpiHIrFym401A4Xg9dO6_QU-LtxzpzRKEixC3h50ygI6_OVGWRR_zqspryONBM6LdmUL15UT7ZT6_yFsXJReW_in2NUe9hBb8P3gTSHwRbegPEXzD7n5dBG8vuHqvySaBzO0M4ekg7zJH2rb_qwJidwXbh2UCabR_FOQgujh-_bsNe4go09rbkAObM0atd7wmbm3d-MdoT0oKD6sgpxHBrSbSzwJH_m5sHUY17Z9vtIRyGws9YHG8HHDT_WlI-qFqIzHZrBD9_1JvjPJu2olsGrkaCT_1xCAAH-coQsiX-KHKJ3QWEYjmyhWeWNewLK7ZNZE2-Ip5LyTUfTZYZKJAwMnEj-Hvb0QJNwQHwZBUkri0g3J-E91lSaal2_EaoCXHaTlikVvo4tpDbwyL0WE0hp86D1NIlpT9SfiMq63LLw8JlK84nNos-7RTDes0tD_f7syupmoWmkthTgAVmDS9jVLseCMa8deUEGuETqGN-d_guKBRP5LNB5g0MQXGJJGrVxmz&p=12&fvj=0&vjs=3
1844,Sr. Data Scientist,Truist Financial,3.6,"['Charlotte, NC 28269']",,7 days ago,2021-09-18,https://www.indeed.com/rc/clk?jk=9ad25dcba39ca95a&fccid=035229327af06091&vjs=3
1845,"Data Scientist, Senior",Booz Allen Hamilton,3.9,"['Charlottesville, VA+2 locations']",,4 days ago,2021-09-18,https://www.indeed.com/rc/clk?jk=4eb9e6e4d07913d7&fccid=4e041af1d0af1bc8&vjs=3
1846,Business Development Manager - Data Science Solutions,HP,4.0,['Illinois+1 location'],,3 days ago,2021-09-18,https://www.indeed.com/rc/clk?jk=a0abd22c3d85b1d4&fccid=1b866506aec22461&vjs=3
1847,Sr. Data Scientist,Truist Financial,3.6,"['Charlotte, NC 28269']",,7 days ago,2021-09-18,https://www.indeed.com/rc/clk?jk=9ad25dcba39ca95a&fccid=035229327af06091&vjs=3
1848,"Data Scientist, Senior",Booz Allen Hamilton,3.9,"['Charlottesville, VA+2 locations']",,4 days ago,2021-09-18,https://www.indeed.com/rc/clk?jk=4eb9e6e4d07913d7&fccid=4e041af1d0af1bc8&vjs=3
1849,Business Development Manager - Data Science Solutions,HP,4.0,['Illinois+1 location'],,3 days ago,2021-09-18,https://www.indeed.com/rc/clk?jk=a0abd22c3d85b1d4&fccid=1b866506aec22461&vjs=3
1850,Data Science Lead,Harnham,4.6,"['Atlanta, GA']","$160,000 - $180,000 a year",4 days ago,2021-09-18,https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0ARICpNo1DhGqfodICOss3ZS6QdhS5AHh5hrs_CHOPYqyMBbpKreu8_0VPK2YpEpLZ3XuCXdq-kXoT3L7XfnCaatBJr-rQANpbk1l8_qqSi_cUMPssR9WK9YlYnKGgBXX4s2LY1y7mVxZnzCTsxNAKpjGjaAhjzJtEt5OTv1f1gbX0OLoSw3rToLFMzlJ7OV5fHnBtUOzuiRO4pz6buGN3m68coV25vUDGE91qyfHs6faoxW4YazrvYbR5lktslmFf-XKBXIiPFxsZgecikHVRXK4Ny43pscDz6SMJvCj-nY9y0y4uR1gV3BFwyp18Or8qjim1IMP0Al4bSTYFzCZ-AcEk5hDPpD2xpjgXbUHlRKFAa3VMpcivFjCve1U4q6sr7WzFm_OVvYfQAHYYZAWFbgXM-Svb2-7EHw7tGW4_YIyswbq5pue3hoe5a-vdP5mddK832ExqHc5bu5MI9LMXwI1_l8dvFwHBaSNlybWSGivoxnUdfU7CKVVv9faNwJ5Xq-xJd_MQkwtEvxmMxQ5MxCb7Ny4vluo_zz4IuGfTzHPCwPo6UtJSxlsYB3v2HxvQRNdqgyzLWPm_h9mXN5xtHo82J-v_aMT8NczMNpmQ8tdNS1S83KRFoPzIfJm4c3nrHslPpPuSrrYXMsPBAAToh-sOWS4oiw7Faq1THd-0OC6qSTx5SSYcOBMWjG2SgLtp9_F1nndCij5XT0OzM8jgfD6oW8vdGnJQ3LIKdGNRd9YWf7geFkDYlnv__9XrwZA3_v9-GqUW57g==&p=12&fvj=0&vjs=3
1851,"Data Scientist, Sr Consultant - Cleared",Guidehouse,3.4,"['Mitchellville, MD 20721']",,5 days ago,2021-09-18,https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0DOpfXD7aCvxSiR73RUZjyy6OuclKM9Xpb799vH3iY_yLKGpcQzZ_O8UPzoAKvF8xmTKIIBMMQwuNma-i4wIwnSMfRWCAjoZAuyJ3WYNobBtd_amknX4j3ViiWHKuK2-kh3NRLtpyhSBHkMg7xFs4r8sU_Q6IeuJZrsTrYAgAs_4FfgsnYR99cHKYWLmg_qEp_yV3Fyzyp6aoy0P_rMw6D4qqcYp73r7o-P_bpLYkIAyrn-TYKsmSi2fRXJe5gJcuS5OH8h7bf34_NZu9ktQlvMNEV-RhehKXsDhk_I8LgIbdVLCVGFSUdi7vdmPGYuVt29iKe57GxLAPAGPUqI-zWQWYjfBN13VRs9WbPyiUccxib4k75QcHhUYQvYh5TOmRzIgYrnXK3kgLxKTpjjEBJB&p=14&fvj=0&vjs=3
1852,Senior Data Science Engineer |LATAM|,BairesDev,4.5,"['Colon, PA•Remote']",,3 days ago,2021-09-18,https://www.indeed.com/rc/clk?jk=1738f47c5a72fad2&fccid=29707109e86166e5&vjs=3
1853,Supply Chain Data Scientist College Co-op,CNH Industrial,3.8,"['New Holland, PA']",,7 days ago,2021-09-18,https://www.indeed.com/rc/clk?jk=872d1f37060a45c3&fccid=e2c5b29a1878dd23&vjs=3
1854,Director of Product Analytics & Data Science,MURAL,4.7,['New York State•Remote'],,1 day ago,2021-09-18,https://www.indeed.com/rc/clk?jk=920fcaa3f93970e7&fccid=3b4c1eb6ae6fe570&vjs=3
1855,"Director, Data Science",Bain & Company Inc,4.3,"['Atlanta, GA 30309 (Midtown area)']",,1 day ago,2021-09-18,https://www.indeed.com/rc/clk?jk=81e9e83b6c0d2c0a&fccid=48270b2eee62c2c6&vjs=3
1856,"Principal Data Scientist, Enterprise AI & ML Reusable Produc...",NIKE INC,4.1,"['Beaverton, OR 97005 (Central Beaverton area)+4 locations']",,2 days ago,2021-09-18,https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0BoYl0jBLghHpaJBjcehw5r4JW_2qulEu_25yY9fasR_nIdB4SiY3aEAEtOLwX-oDcN2eCC8qMu_lO5yreimQKWzaDbIi4_yDlyw3YelwdmwFe2Otkehy9XYXdhLepD9CWcJdp-CZ181RPGMKmLYNRgmTx1Rd8iZJ2PrbL_Mbnsh_aFFOuz5FV73F9YvJplq4QQIe8_4pj_rsm7vFQwhKj05Y5MPmiYK3wxmZ8URbITmofItVRIEraX2lbYPJRhWzxtDAq8GWTeoWYQ1I6THbOELBkb5h688VPHkETpOMN0pn6f_3qx6P-XW5Dz6P3Xk33cJlsf0RwP6Og8avd0jtj0gjENQxAlZ6-9yVYZNMR_FTrv3qYx-kODJi7C7cr9oSoAHhwwJRhAY1ojCl4CrGBCJJzBi9kOu-R8mz9Gk5sEhQ==&p=9&fvj=0&vjs=3
1857,"Data Scientist, Consultant - Financial Management",Guidehouse,3.4,"['Highland, MD 20777+4 locations']",,5 days ago,2021-09-18,https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0DOpfXD7aCvxSiR73RUZjyy6OuclKM9Xpb799vH3iY_yLKGpcQzZ_O8bUunUZGLJ7PTRCMk0WFs9ZR8W5pWy6oj3Pbv_o7AO7FSyYQJ_4yADTa31obAM5XVx89SeksL_5ZIcWwwWPznp2rsP4lFgeROpDLw1EF9H9SUb3a2jYlOyfBjXA5fJ1z5g6kDt6tU0siFKugeG9rEGJPR2tXOrhmvBzGlH7KpKwZiRSNlfXO67AO4U8K_OSi6BFNhQRf1uAU2yW4jUSbOnf-r4BxN2UUsqcd4txpVR1D3dEjDOyNlSMHmPmk15W_XMg6SLSHchOzQliUhz4mq3mw0AZSFSl5PptYoSpxl1C3stLcHDVUeR9i-lXfu374aUa2T1QUle_rcwq00TzbvvQysY9FqvYZvRODXD8r49kDbgKJj3hlC5qd6-ljR-DEs&p=10&fvj=0&vjs=3
1858,Data Scientist – Financial Management - Senior Consultant,Guidehouse,3.4,"['Washington Grove, MD 20880+4 locations']",,5 days ago,2021-09-18,https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0DOpfXD7aCvxSiR73RUZjyy6OuclKM9Xpb799vH3iY_yLKGpcQzZ_O8bUunUZGLJ7PTRCMk0WFs9apUMeN2lIWXoJxS9oKp0inwKeLbaKzRbPfujjSCCS91giTkmm18ZJaETpUbC15I840rT4Tj7kYxhqq6tBpVM4Sy9uidBE4UwjgurcQCujhciMgYkz8ihgeOa_Z6si5LKSMcOE5nncrguuH8GLtrBmQrd2U73phw7t_EQ2jrTbVgnGFSr7gsJrsA1rl0mFO3yUdY_x2Cy-JOaO_TfWwxufQRMO4RHDTkT1RjCNA8NVCQzfetRfZeyrJR4tUC--8xSWV0hfwTVjuWNhZztFDwKX-Wp2aQ8vWg2XuUbhI697w1k7IddY7zSZuWwVcKl_nZvN788t__mV5UW9zwRdexphOpSTRXW9JjMIpNeycvuBAe&p=12&fvj=0&vjs=3
1859,Data Scientist(10674282_963692),Capgemini,3.8,"['New York, NY•Remote']",,1 day ago,2021-09-18,https://www.indeed.com/rc/clk?jk=447c2a80f5696a01&fccid=105ecfd0283f415f&vjs=3
1860,Senior Data Science Engineer |LATAM|,BairesDev,4.5,"['Colon, PA•Remote']",,3 days ago,2021-09-18,https://www.indeed.com/rc/clk?jk=1738f47c5a72fad2&fccid=29707109e86166e5&vjs=3
1861,Supply Chain Data Scientist College Co-op,CNH Industrial,3.8,"['New Holland, PA']",,7 days ago,2021-09-18,https://www.indeed.com/rc/clk?jk=872d1f37060a45c3&fccid=e2c5b29a1878dd23&vjs=3
1862,Director of Product Analytics & Data Science,MURAL,4.7,['New York State•Remote'],,1 day ago,2021-09-18,https://www.indeed.com/rc/clk?jk=920fcaa3f93970e7&fccid=3b4c1eb6ae6fe570&vjs=3
1863,"Director, Data Science",Bain & Company Inc,4.3,"['Atlanta, GA 30309 (Midtown area)']",,1 day ago,2021-09-18,https://www.indeed.com/rc/clk?jk=81e9e83b6c0d2c0a&fccid=48270b2eee62c2c6&vjs=3
1864,"Senior Director, Digital Platforms & Data Science",Worley,3.9,"['Houston, TX']",,3 days ago,2021-09-18,https://www.indeed.com/rc/clk?jk=673b51d11ddf9a0e&fccid=d9805af20a6c196e&vjs=3
