,Title,Company,Rating,Location,Salary,Post_date,Extract_date,Job_url
1426,Lead Data Scientist/ML Engineer,TIBCO Software,3.8,['Remote'],,4 days ago,2021-09-18,https://www.indeed.com/rc/clk?jk=be1683a27a6c1b5a&fccid=53242361973750f7&vjs=3
1427,Customer Success Manager--Data Science--Implementation,Alegion,,"['Austin, TX 78702 (Rosewood area)']",,4 days ago,2021-09-18,https://www.indeed.com/rc/clk?jk=22de5c5cfc89f7e0&fccid=7330f12465392223&vjs=3
1428,"Scientist, High Dimensional Biology Data Sciences",Johnson & Johnson Family of Companies,4.2,"['Boston, MA+1 location']",,3 days ago,2021-09-18,https://www.indeed.com/rc/clk?jk=71aea96b8cdb9020&fccid=0bed8e17bc113980&vjs=3
1429,Lead Data Science Analyst,Discover,3.9,"['Riverwoods, IL 60015']",,3 days ago,2021-09-18,https://www.indeed.com/rc/clk?jk=e87ddf5360265526&fccid=6ce7e0d9f67a9961&vjs=3
1430,"Director, Data Scientist - Corporate - US",Sysco,3.4,"['Houston, TX']",,1 day ago,2021-09-18,https://www.indeed.com/rc/clk?jk=714cfe9048af6e33&fccid=053befe8409ab9e4&vjs=3
1431,Senior Data Science Engineer |LATAM|,BairesDev,4.5,"['Colon, PA•Remote']",,3 days ago,2021-09-18,https://www.indeed.com/rc/clk?jk=1738f47c5a72fad2&fccid=29707109e86166e5&vjs=3
1432,Data Scientist - Omni Analytics,Hormel Foods,3.6,"['Austin, MN 55912']",,3 days ago,2021-09-18,https://www.indeed.com/rc/clk?jk=3db7352d58ed8278&fccid=fb297b30f70200c3&vjs=3
1433,"Pre-Sales Data Science, Channel",DataRobot,4.0,"['New York, NY']",,1 day ago,2021-09-18,https://www.indeed.com/rc/clk?jk=2661fa2db3f015f1&fccid=ccacdb1cb7d4a077&vjs=3
1434,Data Scientist - Omni Analytics,Hormel Foods,3.6,"['Austin, MN 55912']",,3 days ago,2021-09-18,https://www.indeed.com/rc/clk?jk=3db7352d58ed8278&fccid=fb297b30f70200c3&vjs=3
1435,"Pre-Sales Data Science, Channel",DataRobot,4.0,"['New York, NY']",,1 day ago,2021-09-18,https://www.indeed.com/rc/clk?jk=2661fa2db3f015f1&fccid=ccacdb1cb7d4a077&vjs=3
1436,Data Science Course Developer - Language Technologies Instit...,Carnegie Mellon University,4.3,"['Pittsburgh, PA 15213 (Squirrel Hill North area)']",,4 days ago,2021-09-18,https://www.indeed.com/rc/clk?jk=aa26988765054de7&fccid=7655fb7543c6cbbf&vjs=3
1437,Senior Data Scientist,Guidehouse,3.4,"['Saint Inigoes, MD 20684+9 locations']",,5 days ago,2021-09-18,https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0DOpfXD7aCvxSiR73RUZjyy6OuclKM9Xpb799vH3iY_yLKGpcQzZ_O8bUunUZGLJ7PTRCMk0WFs9Q_QRRQnMhJ4zvlp0C0CCyrEO6rzlG1y0VBVdQrj1BwB07ZgtIOdFnVcXfH41-1WcDb3n4ttLxguBu4OnOSgnxZdsvuxFwxxuO-fHBN8i93M-BQmRYYb4bcBQwKi9ai6DGWq_wj326vnucIbDCImOZwr3jJc4v88KHlZjlgM1NI95hG2qgYZLOfajU5mHJ0aQ9LGWgg8UNlGwwKNK7rrp88YpigCTeUA48BkzdGODc_Q60Vv06QDcN_WB1qoBA0wZG4K3piVCicyRN9sdGSiWAh1stehsBSkWik0YC1U8qCgXKCuiVaLxL-_pa0cq4etcvDbPNJkD2mLERW-J0MZHVz9XqrEaU-MWssAe22aG7Pq&p=10&fvj=0&vjs=3
1438,AI/ML Health Data Scientist – Managing Consultant,Guidehouse,3.4,"['Red Oak, GA 30272+14 locations']",,5 days ago,2021-09-18,https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0DOpfXD7aCvxSiR73RUZjyy6OuclKM9Xpb799vH3iY_yLKGpcQzZ_O8bUunUZGLJ7PTRCMk0WFs9TNCFcAgELOeQEjHZyhPE8eXXIX5TcpBtvZSAZkuhwd1pG7DkF6-5a5bN0StSYyIyKVy19nnMheHc7TN4EqI-9R42CgimckXhmqm1S3OsZ6avUwQEyBtfuqKJhLarzgo1k4ShfM3rj2M0xrMQeK9xWNiGGutRZRdVAp1l54TY-ZWbC9TCAMDvsbiPSxZ1Jy7I5mJJS-iBjW6Q_z4p02zJ5VCWbm-D0b-fTpUZ-hvSfUkymDZXovNCutYP2kCFFDNu7OQMgbP5owz--ZadJPKWdo6wal3fDMwJwFgmTUIiYaMxB_rDZom9SNQNZh6Dk2o39S_0OZ1k_Go072oMNCiqCeHVLwRZCKJ1rKnM0oSpRhD&p=11&fvj=0&vjs=3
1439,Senior Data Science Manager,Verizon,3.9,"['Irvine, CA 92604 (Woodbridge area)']",,2 days ago,2021-09-18,https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0A9PxVD3LKEdooFJkbO_btSMI4M3WzYTHJabubeBgYACXJpfAF2IyaDj9E98p7j99i_C-lWaKexqp3U_tZG1jC99Cmzsxj72grluhkw8KzqwnU8gxOFC3vyLc68epDpp2Z2PBcs_zW7vDnh1dSGfP80z4Vap4J-0mhC5TpcNWv7cBQuKQ2-ftAVH6uhMHudSqa6arG1P8_jFxjEjJgCwY0xe_Zvro_3NH04JMct7OU2jDBn-jhBKE6ez_Gnv2lN-LsImm2YBODNUefH4a-CALwaT8-7rRX7FT_vyiN3A_s6Fs1VKecxYbkNkjWCfkSZW9ydHFnwABAj7hcNUkgWB1FCfavoelrmzz8OUg6BKLkPneU9Ev0DzDR8wDbJczi7oVvjc4bs_vASsrLkLe-Sgriug_ksA7NuuaW6GRckiwvTtVj6SFppYzP41LaOux0qOvvMakF4BKQTCwmq-YDu4TO0H1yXV3ulwwBKi8YwEYzN3DXSySSEFrQdx4m_uVVZ4fdW1q8ptkXwLAc37FKu_GLBxwI5jB7IuHAXNMRWiR1cFHngaUdV_f1_GsMFlXvRVdjDtHvmcoY5cOgghoUwMaBTFVLufb6n6opuu0apKWfp_VW9698Uad-OWRG-k6zkBbDRgWZQFBGa1gtIz3Hb7KnnVzkxvWklvxAGE6Gv4VQXTlaNtkJZToOBsYBop6Y1nlSRVqt2r_jqKyGOTgkHDk1_ckWhVnSE4C0PvWSPoSSlUg==&p=12&fvj=0&vjs=3
1440,Data Scientist - Omni Analytics,Hormel Foods,3.6,"['Austin, MN 55912']",,3 days ago,2021-09-18,https://www.indeed.com/rc/clk?jk=3db7352d58ed8278&fccid=fb297b30f70200c3&vjs=3
1441,"Pre-Sales Data Science, Channel",DataRobot,4.0,"['New York, NY']",,1 day ago,2021-09-18,https://www.indeed.com/rc/clk?jk=2661fa2db3f015f1&fccid=ccacdb1cb7d4a077&vjs=3
1442,Data Science Course Developer - Language Technologies Instit...,Carnegie Mellon University,4.3,"['Pittsburgh, PA 15213 (Squirrel Hill North area)']",,4 days ago,2021-09-18,https://www.indeed.com/rc/clk?jk=aa26988765054de7&fccid=7655fb7543c6cbbf&vjs=3
1443,AI/ML Health Data Scientist – Senior Consultant,Guidehouse,3.4,"['Stockbridge, GA 30281+9 locations']",,5 days ago,2021-09-18,https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0DOpfXD7aCvxSiR73RUZjyy6OuclKM9Xpb799vH3iY_yLKGpcQzZ_O8bUunUZGLJ7PTRCMk0WFs9e5uEnx1wzApUYXk5dweb2lKjUoGuKjsEdTwc-veczpoAH0d8_P2bTjtyAFYh7pmG5zpI2mZ9YJBPJewXEaHxiXZj-4p86bwqHMwkePDImBYXnIQYtm9vKkW-olHzx3v67pBGl87Dxu8qp3KpQ3aq8QPtNuHm-5206sk4i9AugDkZ8bqhKNp8V4_Eh7Xmwx1KMo4pCsBAPwvmLq9ChtwJuBdXaDY0M28oDxnzskod4ZFV4UTv-N3Y480aVZBXdW4TiMX72kj6WQMr-pM6Ed_DiTBD37TDIqIZR4D9r0ElgBqri1Du1jD-H8QetoTUbex0ZS4I0WL4UJArb0UoQYNSNWOsitkG0w7HgibLmrIctTW&p=11&fvj=0&vjs=3
1444,"Data Scientist, Managing Consultant - Financial Management",Guidehouse,3.4,"['Washington, DC 20036 (Downtown area)+4 locations']",,5 days ago,2021-09-18,https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0DOpfXD7aCvxSiR73RUZjyy6OuclKM9Xpb799vH3iY_yLKGpcQzZ_O8bUunUZGLJ7PTRCMk0WFs9eqAOK66zJUnq46li1b4y8xUEAWEd_UVyipEq0KNoGCGe25l4o4N3YAkoyIv6B-RzGHsebWwS-BqO1iarm8NJ8pAJ35ZgDAnvJM11_8ohRgtTWI6D5cLyfh5bKYCY0Upj6Q_c8xkFCPdw_z1_D6SMvcCu_xspCQWx5JX_q45lZpFx1qAlAF2uaCE2RthLMxHaq-Fsxt-MRIbHzCppB85RRptxU6cnAu1ZlwJrlZE7aajWoSc82E8egdVv6jlQRMqXUh78YBNlzsoGcldyUxMPHHOX_Uai9MuuJtluex8Cat2vyiFJRXCCRqExsxpuH4Duc-RYEN7j0LNEyBKUz_7y0qgMZOUKxrf4oEscX4rY4RH&p=13&fvj=0&vjs=3
1445,"(USA) Director, Data Science",Walmart,3.5,"['Sunnyvale, CA 94087']",,2 days ago,2021-09-18,https://www.indeed.com/rc/clk?jk=74cfd2589ac7d0d5&fccid=822bc5d9a49270ea&vjs=3
1446,Lead Data Scientist- Lumen MTS,Lumen,3.5,['Remote'],,1 day ago,2021-09-18,https://www.indeed.com/rc/clk?jk=746a1c4b8b6ec2c1&fccid=fa05afb3210273ab&vjs=3
1447,Lead Data Scientist/ML Engineer,TIBCO Software,3.8,['Remote'],,4 days ago,2021-09-18,https://www.indeed.com/rc/clk?jk=be1683a27a6c1b5a&fccid=53242361973750f7&vjs=3
1448,Customer Success Manager--Data Science--Implementation,Alegion,,"['Austin, TX 78702 (Rosewood area)']",,4 days ago,2021-09-18,https://www.indeed.com/rc/clk?jk=22de5c5cfc89f7e0&fccid=7330f12465392223&vjs=3
1449,Data Scientist - Omni Analytics,Hormel Foods,3.6,"['Austin, MN 55912']",,3 days ago,2021-09-18,https://www.indeed.com/rc/clk?jk=3db7352d58ed8278&fccid=fb297b30f70200c3&vjs=3
1450,"Pre-Sales Data Science, Channel",DataRobot,4.0,"['New York, NY']",,1 day ago,2021-09-18,https://www.indeed.com/rc/clk?jk=2661fa2db3f015f1&fccid=ccacdb1cb7d4a077&vjs=3
1451,Data Science Course Developer - Language Technologies Instit...,Carnegie Mellon University,4.3,"['Pittsburgh, PA 15213 (Squirrel Hill North area)']",,4 days ago,2021-09-18,https://www.indeed.com/rc/clk?jk=aa26988765054de7&fccid=7655fb7543c6cbbf&vjs=3
1452,Data Scientist - Managing Consultant,Guidehouse,3.4,"['Washington Navy Yard, DC 20376 (Brentwood area)+12 locations']",,5 days ago,2021-09-18,https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0DOpfXD7aCvxSiR73RUZjyy6OuclKM9Xpb799vH3iY_yLKGpcQzZ_O8bUunUZGLJ7PTRCMk0WFs9dn00kj7Fl3MVeV9WotM0AfOOOKQjnLw5S_q7cGKo-zIo2REXyQLEvGUYj1RbBeAtgGcaIDlU-jueL6sCBoYiuHrefpMVMLTMJUMNx1fXqIi6xNvA95iEhv9YWh-h_Udlg2hwJ14wJO2trHcBWYmLAgGpCcUf8oi9KY0EGypLXxOYA7-I-3hbeUIwl7VoYfoOPwTljZPmOOjALc2f0tca4iWyFVCbfv6_Qm26MH0WTagxyr11EBt9VixIxNXeManotKRILdzsYi2y9ewo5_qLMtot67pxK5_DHP8aEEdPN0k9DHahjk99Yej9zNdYzFibU9ctRA320Zo1iFuZIe2_UcIEGcZDU0ZMFq9LjHKnlLP&p=12&fvj=0&vjs=3
1453,Sr Data Scientist,Spectrum,3.4,"['Greenwood Village, CO 80111']",,3 days ago,2021-09-18,https://www.indeed.com/rc/clk?jk=7e25f4ffeec058be&fccid=c2d1b0769a534b4d&vjs=3
1454,Data Scientist(Gas Experience Preferred),Young Management & Consulting,,"['Atlanta, GA•Temporarily Remote']","$85,000 - $100,000 a year",5 days ago,2021-09-18,https://www.indeed.com/company/Young-Management-&-Consulting/jobs/Data-Scientist-1a3a44909b11ace2?fccid=5122294d05ecc202&vjs=3
1455,Data Scientist Senior,Peraton,3.3,"['Fort Lewis, WA']",,2 days ago,2021-09-18,https://www.indeed.com/rc/clk?jk=1d70eb3d64a91604&fccid=7dc8be9efe945d3a&vjs=3
1456,"Data Scientist-Machine Learning, Senior Consultant",Guidehouse,3.4,"['Fort George G Meade, MD 20755']",,5 days ago,2021-09-18,https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0DOpfXD7aCvxSiR73RUZjyy6OuclKM9Xpb799vH3iY_yLKGpcQzZ_O88p6qZY6rcvXK_-MbTcOrf_KYE8eYMj073ygQXWFjx3InHfQrYJ5I7-ZLdoQYd1bTjFyw2LRejvfkwgBLfsDjRAyjGkUYp9MFbpoHaoWU07mSpHNaWXC9bTcDkbotMJnDg2KCkuDWKDbSlxGwZz2JvExBnqZd0sy1SRgks96IDvmF39O1BkD6VkyPb43an-IFwYhPbVxI3mn5caVFy8pFs8dT8iisfw3j29F_kID8nfPRE7fPUpBW1vgykm_yA1VYIWNgDy2_Zapfzrf5qrgQkedl9Vcj-Iqyqf9REbRBkM6jHY3D88rKcd6_V3473-9tS-mJZ9nl91aeo-KCaBR_H_NYrexkcdkX3Dlwmct76CR9jejKKbOWFpCUlei_FWvj&p=10&fvj=0&vjs=3
1457,Data Scientist - Omni Analytics,Hormel Foods,3.6,"['Austin, MN 55912']",,3 days ago,2021-09-18,https://www.indeed.com/rc/clk?jk=3db7352d58ed8278&fccid=fb297b30f70200c3&vjs=3
1458,"Pre-Sales Data Science, Channel",DataRobot,4.0,"['New York, NY']",,1 day ago,2021-09-18,https://www.indeed.com/rc/clk?jk=2661fa2db3f015f1&fccid=ccacdb1cb7d4a077&vjs=3
1459,Data Science Course Developer - Language Technologies Instit...,Carnegie Mellon University,4.3,"['Pittsburgh, PA 15213 (Squirrel Hill North area)']",,4 days ago,2021-09-18,https://www.indeed.com/rc/clk?jk=aa26988765054de7&fccid=7655fb7543c6cbbf&vjs=3
1460,Senior Data Scientist,Guidehouse,3.4,"['Madison, MD 21648+9 locations']",,5 days ago,2021-09-18,https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0DOpfXD7aCvxSiR73RUZjyy6OuclKM9Xpb799vH3iY_yLKGpcQzZ_O88p6qZY6rcvXK_-MbTcOrf1hp8_mGoJ2Sr_ZQ7ww5_eOUn2LMbAkZxCQeeOR828H8klJh-b5IvC6cp56tkpx9KOvnUf6lD_JofJc6ArIwXt-97edZyghr1q2AwaXMsoYYti2r1ZCM-Gs_S7d4ZEZ7ozyiPJAxMmfTyu5Qr3pAOpKmsCTVwp7IGQEaym2Gz-s9-IiY5EeTPIwyFBlqFTaqqKTBfhtTi3iRV9Mbwacr502yOiaZ5JM_UZlW9jB6SUTfaF6vNSZzv3YdvRLhfZH32AgEtBBxWwhN6WPvAWqZ0ESw31toMqOlJV4txib2mAlgpwwFQ2WYbDafjmmfsYDvQHjqESA09vHlCMamnhTOD505LPOss2A3K6bsf4NkwAOC&p=12&fvj=0&vjs=3
1461,"DoD Senior Data Scientist, Managing Consultant",Guidehouse,3.4,"['Washington, DC 20036 (Downtown area)+4 locations']",,5 days ago,2021-09-18,https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0DOpfXD7aCvxSiR73RUZjyy6OuclKM9Xpb799vH3iY_yLKGpcQzZ_O8incPGzsZGIPHMYrJqvFQnpn5Rrc9hjKEe9Urrx9pl7A7cKCl4grsbl2p1ZSFGvofAGJJgSb7BYJJ0Kss64Kkl_ckcvoDFpQdmcrLfTlxwChTyPptHzUOfNRjrQlKLS1VH1TqgnvmQSfBatXwZEMZOP7v-kRPp2OR292BRlHMcMp6bpUUen4ZfLZz-Rzk9BYWcO_Y5Xd0rJkaG9Z1AZAasV24fTwswGkCYvIuuV6caM-H4R61HAXOSp200TFwlkauI35eiv6IDrDNQ_Q9KooApCqP8ZIhcvnsLLS8Ut9sT9kKzxSt5ix7o8LtMNYG1fiR2bD9u18lg0ArDNa4Ovj_EWggOP0VEXQ4GIdLcmU6Vgg_AJLPuhSLaFtAxGoK0PNC&p=13&fvj=0&vjs=3
1462,Data Scientist - Omni Analytics,Hormel Foods,3.6,"['Austin, MN 55912']",,3 days ago,2021-09-18,https://www.indeed.com/rc/clk?jk=3db7352d58ed8278&fccid=fb297b30f70200c3&vjs=3
1463,"Pre-Sales Data Science, Channel",DataRobot,4.0,"['New York, NY']",,1 day ago,2021-09-18,https://www.indeed.com/rc/clk?jk=2661fa2db3f015f1&fccid=ccacdb1cb7d4a077&vjs=3
1464,Data Science Lead,Harnham,4.6,"['Atlanta, GA']","$160,000 - $180,000 a year",4 days ago,2021-09-18,https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0ARICpNo1DhGqfodICOss3ZS6QdhS5AHh5hrs_CHOPYqyMBbpKreu8_0VPK2YpEpLZ3XuCXdq-kXoT3L7XfnCaatBJr-rQANpbk1l8_qqSi_cUMPssR9WK9YlYnKGgBXX4s2LY1y7mVxZnzCTsxNAKpjGjaAhjzJtEt5OTv1f1gbX0OLoSw3rToLFMzlJ7OV5cjUBb_639sJgBCuZeoqLa5J-YfRjrswRWDFoIXYiqnExkrncBHc1ejWo9KaAOgUs-Dn6P3DkbSvcC2xbzQoqY3Dk7wF08tsTEudTSBsgphSR9NRE1-4JRwUEdYlWX2bU6iYiRT39YQ2_QUj6qe71KFhrShOc7XHYOPicSTnGhkAFqTGTfP4CMtsGe8TyicZRTCXdTXhG1_b2L6hrWRJUTW6ZYMJAXu8MMFSya8l9q7xQXSM2n2EfpRv-b3O_jy6wC3gXvP-x7x4MUEgGdfGnfw5j4U8NLzqAUMwooZK4dT46zBcOrIHfmh0WSgsU7ct-lNgwUD_gw2cvxquK7U7sRN5tinJY4V7G0Hxi36IlK-yFOuErSz4tHiUBXiLhxhS2pBRY84mTbcuiR-CYDVMlMxC78pQ_nPXEVDUYbCOMDDYCHozM0Ld1J4YmlegMIt2gxci62PrVutnbVv0ZjQCVI698V3_fl2S81mno6HGxf9aeSF87SCfTYyqbwtSfDDZB6JylWFhX5blkJ3rn4wkjdAdmKBA2Qn32Awcj0jWKhNjemfzNgbHBgizRYF0Up9p2WfAwyHZ0oEdQ==&p=7&fvj=0&vjs=3
1465,"Clinical Laboratory Scientist CLS , Medical Data Scientist",Clinical Management Consultants,4.1,"['Menlo Park, CA+1 location']","$85,225 - $135,355 a year",2 days ago,2021-09-18,https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0B6DFt42r_7h6gtRxyXFWHZy9SnEKO30TWlID7d3UEI0OR0YDAc5GI0iNBcssowc-VVNDQEbGnNpGwquzvBst_DhjQ2sz8Umkc7i4Dj24TUsuz6FoE5HrD-lKYdlbNwMzhwiUBPe9R0fPUoGdNS4vF-TajzLMCDa6h1Q3cak5T5ENSUZ80KZWh6SeM33L1FlMcEkkN-OhpWKmn8Jqb5CQyuuQfbiHcAT2jXN3nsT12B277cTFhR9YnhZA_jJK17OijdOWdeSE_WfP17KR8db_yFuwuZ9r2TPnbOmeVWJFzU6Nc480Yb_ddunQkUCWU6MmuvLjjJUKE3DzQwD3lR7Sy0BGlQvqUiuCiZrkCWkFKZ4P45ZuAHZFXkPbnSNPyC8wsikaidHf6BUHQv1oDprA0n1njc-8ruhHZyNFKpQwGA-d9irx5qTHvrEHsEaG62oLsolLndudvCgPmTwH0sQkXGJczWeTmuzIvGszELb4xG8ULVSkRuajwX8gcsKrriVnPAUX91q1LO_YzNzaZg8Q3rGccIirbp0GQglC4naVFgG4WNpOLOYOG2x-EztWPdod1Kk3UHH5NxoBVfE7CJWI1JajPXTqBcJgFzgegr2atid12OKKuXrjrJHdp4MU1Xg1iVcROh8WBjxJt0VSWZWTqpEH6AQQWpwguxxT5MFOvogrvWV0TcdRhL&p=8&fvj=0&vjs=3
1466,SENIOR DATA SCIENTIST (GLOBAL COMMERCIAL ANALYTICS - GSM Adv...,NIKE INC,4.1,"['Brush Prairie, WA 98606+4 locations']",,2 days ago,2021-09-18,https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0BoYl0jBLghHpaJBjcehw5r4JW_2qulEu_25yY9fasR_nIdB4SiY3aEAEtOLwX-oDfmqLBkShTWxoY3lRPZ8v-HlU7gKDtglYSu6TUIfnJ0dycNBmR2xyWs3ltHC9bJHP9XWShJrWGUXt4BF6yM0Y03epV63_iGfk8O2_vSnq8L3iTNvs2JXpPgBAoPs7zFbGupXl1Qfl5cZDn_fedGDridBHztFuccPOov5Zv8Oqnkxmnjk_Xp-_Kt5NJlPoeFDzvskOw2xJu09u7XXqv6a7QBrFrI-0uSzSM3qUjl3bxNE7OW8ba7SsyKSvmHscNZijgLDfnGS3c1P_zdOWKOJ-jSYaNiXSlEmZuT8pX5bo7musB5uMF65bxGKB8thlW0HL1H-r63C-pUayDzuZnUd0EZIj9qQdrxf-xV1de9Fy9xIg==&p=10&fvj=0&vjs=3
1467,Global HIV Data Scientist,ICF,3.4,"['Rockville, MD 20850']",,2 days ago,2021-09-18,https://www.indeed.com/rc/clk?jk=096451852563be9d&fccid=e290923a98afee94&vjs=3
1468,Sr Data Scientist,Spectrum,3.4,"['Greenwood Village, CO 80111']",,3 days ago,2021-09-18,https://www.indeed.com/rc/clk?jk=7e25f4ffeec058be&fccid=c2d1b0769a534b4d&vjs=3
1469,Data Scientist(Gas Experience Preferred),Young Management & Consulting,,"['Atlanta, GA•Temporarily Remote']","$85,000 - $100,000 a year",5 days ago,2021-09-18,https://www.indeed.com/company/Young-Management-&-Consulting/jobs/Data-Scientist-1a3a44909b11ace2?fccid=5122294d05ecc202&vjs=3
1470,Data Scientist Senior,Peraton,3.3,"['Fort Lewis, WA']",,2 days ago,2021-09-18,https://www.indeed.com/rc/clk?jk=1d70eb3d64a91604&fccid=7dc8be9efe945d3a&vjs=3
1471,"Senior Statistician, Evaluation Data Science, Apple Media Pr...",Apple,4.2,"['Seattle, WA']",,2 days ago,2021-09-18,https://www.indeed.com/rc/clk?jk=2155528a5241f94d&fccid=c1099851e9794854&vjs=3
1472,Global HIV Data Scientist,ICF,3.4,"['Rockville, MD 20850']",,2 days ago,2021-09-18,https://www.indeed.com/rc/clk?jk=096451852563be9d&fccid=e290923a98afee94&vjs=3
1473,Sr Data Scientist,Spectrum,3.4,"['Greenwood Village, CO 80111']",,3 days ago,2021-09-18,https://www.indeed.com/rc/clk?jk=7e25f4ffeec058be&fccid=c2d1b0769a534b4d&vjs=3
1474,Data Scientist(Gas Experience Preferred),Young Management & Consulting,,"['Atlanta, GA•Temporarily Remote']","$85,000 - $100,000 a year",5 days ago,2021-09-18,https://www.indeed.com/company/Young-Management-&-Consulting/jobs/Data-Scientist-1a3a44909b11ace2?fccid=5122294d05ecc202&vjs=3
1475,Data Scientist Senior,Peraton,3.3,"['Fort Lewis, WA']",,2 days ago,2021-09-18,https://www.indeed.com/rc/clk?jk=1d70eb3d64a91604&fccid=7dc8be9efe945d3a&vjs=3
1476,Senior Data Science Manager,Verizon,3.9,"['Irvine, CA 92604 (Woodbridge area)']",,2 days ago,2021-09-18,https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0A9PxVD3LKEdooFJkbO_btSMI4M3WzYTHJabubeBgYACXJpfAF2IyaDj9E98p7j99i_C-lWaKexqp3U_tZG1jC99Cmzsxj72grluhkw8KzqwnU8gxOFC3vyLc68epDpp2Z2PBcs_zW7vDnh1dSGfP80z4Vap4J-0mgAJ-0hz3QGFUeCALXVR5LUeK_y4k2ls4Fs8SKxkwo2ERkmgGLCP8ydAThT4X2FCPEvD2-gJdSoEeNYAf2EZXRIBF8wV9ULF_1dkVtpStlTiaRMmK8hj-zeoEkWwQ1engSpKKALFQqk6oKnHyAdywOgLl9hxU1q7KlD0SpkFMP61gTlzWXqBz6bps6w4W4eANwyiG4c1wBOLnCnQVdkKIcJvYd5RQ8nFr0Vh9NgHGYylMr9xBVb7y_--bnSrUFMDT5_6HGztHrxVi-bYD0I9gle4U2dTgjgJjtl0NdeI3ZR_vLs0Ugq80kqTGf3iaioKXS4Ol674QsyzgSBCDFoKvLKPCx25K9R73ZCXMK2O4mXOYUXAnPyIb1WzSE9oTUMb6Am7HeccayKuzsVBGrJlPT0SNbrg8LZGKRaOfnorXx6Z6-C0DxTXXfUBsD3d0TKyYOgidcIosPVV7Z8hv6Xn4y6_KBz74dTa7Ghs0FonWDap_lTfFJ8w9uEKvD_RVpp9_pYHEWDB5ekqfI5huYwtEjPUoxGiXDhN1fm69MTyiBw6Ca6DqfANsujge4TC2fAGc9JIc_ijQ7YUQ==&p=11&fvj=0&vjs=3
1477,"Senior Data Science Manager, Commercial (Remote, United Stat...",Shopify,3.9,"['Dallas, TX 75201•Remote']",,Today,2021-09-18,https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0Cd8rgsyGhFvMrD1rf7FXHjGc1BkNqwZLJ5WjcsKW1J4WnsFct9ejhb6RUqZ_tD7dEJEtwZlx7aiYCvnBmi1k-_jeHjQRWu2JiuRD7lFIO64ziXeSBKRlhB4IJVnpHgAKh-b1bjeJ2fiB6xOS6gBDeQ7AqWBmPx_mVZU9cAAgPJH-HCzj_0AmIOBUvNRQSXn0TMVHSJSqU3Qn8gLFqHKhNuIDfeDxyVqwpz0RbmyxoTSZJxroQcOZSsBb09Jchq1McJzNwHXVsMJ_FiMqfei9JUJYld_cu9YovXi7ssvqJpOFDu5jXeQuGkjTTW78or3KxXOJNEd7hbIjK3-EOsbfpO5ffeGZsxDR38Wpy-wF1luEfk9KJ98DxbJe5tObmodYk3lElt2xvggZaWQy3kw9vRmNay8myXqIZ3JVbYtd2GK4eBZ8Jpvb-U8o7zR-IckUifLe-K07ga9jijG5Tc4RosmtzBzw4UURD7bG-ZoDyDF5K34ZSyhSj2rCp2NocJ8pVqGf456TjvGF8Lx07Nocxoruu0n4jpSTHZBgwVOrqCr6RAMVdFG7QxAJQPWmIM6kx5EMJNtZK0CnKRbQrr3N1lkoMZi6fBdG_nbeItJmMHq7ljcU3sqsh8yDXKHuAautJv7f8m5V-JNLHfzHXfsB-lEEVpYXmzwi1cZn8mdbrehP6QkAoXsAOHj63J_lNC6IfoBAA1JG_VYs_rprqejF3ImkhHwrO_rRjIhT1L4WQWI8_Yy8WbDuuv&p=12&fvj=0&vjs=3
1478,Lead Data Scientist- Lumen MTS,Lumen,3.5,['Remote'],,1 day ago,2021-09-18,https://www.indeed.com/rc/clk?jk=746a1c4b8b6ec2c1&fccid=fa05afb3210273ab&vjs=3
1479,"(USA) Director, Data Science",Walmart,3.5,"['Sunnyvale, CA 94087']",,2 days ago,2021-09-18,https://www.indeed.com/rc/clk?jk=74cfd2589ac7d0d5&fccid=822bc5d9a49270ea&vjs=3
1480,Lead Data Scientist/ML Engineer,TIBCO Software,3.8,['Remote'],,4 days ago,2021-09-18,https://www.indeed.com/rc/clk?jk=be1683a27a6c1b5a&fccid=53242361973750f7&vjs=3
